tag,anchor,PRF,channel,data rate,preamble,TXpower,PRR,Average distance error anchor,Stde distance error anchor,energy consumption,packet duration,Average RSP tag,Stde RSP tag,Average RSP anchor,Stde RSP anchor,Average LOS indication tag,Stde LOS indication tag,Average LOS indication anchor,Stde LOS indication anchor,Mean noise CIR tag,Mean noise CIR anchor,startindex,stopindex
5,12,64,3,6800,128,0.0,,,,,,,,,,,,,,,,,
5,12,64,3,6800,128,18.0,,,,,,,,,,,,,,,,,
5,12,64,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,12,64,3,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,12,64,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,12,64,3,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,12,64,5,110,128,0.0,,,,,,,,,,,,,,,,,
5,12,64,5,110,128,18.0,,,,,,,,,,,,,,,,,
5,12,64,5,110,1024,0.0,,,,,,,,,,,,,,,,,
5,12,64,5,110,1024,18.0,,,,,,,,,,,,,,,,,
5,12,64,5,110,4096,0.0,,,,,,,,,,,,,,,,,
5,12,64,5,110,4096,18.0,,,,,,,,,,,,,,,,,
5,12,64,5,6800,128,0.0,,,,,,,,,,,,,,,,,
5,12,64,5,6800,128,18.0,,,,,,,,,,,,,,,,,
5,12,64,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,12,64,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,12,64,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,12,64,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,12,64,7,110,128,0.0,,,,,,,,,,,,,,,,,
5,12,64,7,110,128,18.0,,,,,,,,,,,,,,,,,
5,12,64,7,110,1024,0.0,,,,,,,,,,,,,,,,,
5,12,64,7,110,1024,18.0,,,,,,,,,,,,,,,,,
5,12,64,7,110,4096,0.0,,,,,,,,,,,,,,,,,
5,12,64,7,110,4096,18.0,,,,,,,,,,,,,,,,,
5,12,64,7,6800,128,0.0,,,,,,,,,,,,,,,,,
5,12,64,7,6800,128,18.0,,,,,,,,,,,,,,,,,
5,12,64,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,12,64,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,12,64,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,12,64,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,13,16,3,110,128,0.0,,,,,,,,,,,,,,,,,
5,13,16,3,110,128,18.0,,,,,,,,,,,,,,,,,
5,13,16,3,110,1024,0.0,,,,,,,,,,,,,,,,,
5,13,16,3,110,1024,18.0,,,,,,,,,,,,,,,,,
5,13,16,3,110,4096,0.0,,,,,,,,,,,,,,,,,
5,13,16,3,110,4096,18.0,,,,,,,,,,,,,,,,,
5,13,16,3,6800,128,0.0,,,,,,,,,,,,,,,,,
5,13,16,3,6800,128,18.0,,,,,,,,,,,,,,,,,
5,13,16,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,13,16,3,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,13,16,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,13,16,3,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,13,16,5,110,128,0.0,,,,,,,,,,,,,,,,,
5,13,16,5,110,128,18.0,,,,,,,,,,,,,,,,,
5,13,16,5,110,1024,0.0,,,,,,,,,,,,,,,,,
5,13,16,5,110,1024,18.0,,,,,,,,,,,,,,,,,
5,13,16,5,110,4096,0.0,,,,,,,,,,,,,,,,,
5,13,16,5,110,4096,18.0,,,,,,,,,,,,,,,,,
5,13,16,5,6800,128,0.0,,,,,,,,,,,,,,,,,
5,13,16,5,6800,128,18.0,,,,,,,,,,,,,,,,,
5,13,16,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,13,16,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,13,16,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,13,16,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,13,16,7,110,128,0.0,,,,,,,,,,,,,,,,,
5,13,16,7,110,128,18.0,,,,,,,,,,,,,,,,,
5,13,16,7,110,1024,0.0,,,,,,,,,,,,,,,,,
5,13,16,7,110,1024,18.0,,,,,,,,,,,,,,,,,
5,13,16,7,110,4096,0.0,,,,,,,,,,,,,,,,,
5,13,16,7,110,4096,18.0,,,,,,,,,,,,,,,,,
5,13,16,7,6800,128,0.0,,,,,,,,,,,,,,,,,
5,13,16,7,6800,128,18.0,,,,,,,,,,,,,,,,,
5,13,16,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,13,16,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,13,16,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,13,16,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,13,64,3,110,128,0.0,,,,,,,,,,,,,,,,,
5,13,64,3,110,128,18.0,,,,,,,,,,,,,,,,,
5,13,64,3,110,1024,0.0,,,,,,,,,,,,,,,,,
5,13,64,3,110,1024,18.0,,,,,,,,,,,,,,,,,
5,13,64,3,110,4096,0.0,,,,,,,,,,,,,,,,,
5,13,64,3,110,4096,18.0,,,,,,,,,,,,,,,,,
5,13,64,3,6800,128,0.0,,,,,,,,,,,,,,,,,
5,13,64,3,6800,128,18.0,,,,,,,,,,,,,,,,,
5,13,64,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,13,64,3,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,13,64,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,13,64,3,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,13,64,5,110,128,0.0,,,,,,,,,,,,,,,,,
5,13,64,5,110,128,18.0,,,,,,,,,,,,,,,,,
5,13,64,5,110,1024,0.0,,,,,,,,,,,,,,,,,
5,13,64,5,110,1024,18.0,,,,,,,,,,,,,,,,,
5,13,64,5,110,4096,0.0,,,,,,,,,,,,,,,,,
5,13,64,5,110,4096,18.0,,,,,,,,,,,,,,,,,
5,13,64,5,6800,128,0.0,,,,,,,,,,,,,,,,,
5,13,64,5,6800,128,18.0,,,,,,,,,,,,,,,,,
5,13,64,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,13,64,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,13,64,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,13,64,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,13,64,7,110,128,0.0,,,,,,,,,,,,,,,,,
5,13,64,7,110,128,18.0,,,,,,,,,,,,,,,,,
5,13,64,7,110,1024,0.0,,,,,,,,,,,,,,,,,
5,13,64,7,110,1024,18.0,,,,,,,,,,,,,,,,,
5,13,64,7,110,4096,0.0,,,,,,,,,,,,,,,,,
5,13,64,7,110,4096,18.0,,,,,,,,,,,,,,,,,
5,13,64,7,6800,128,0.0,,,,,,,,,,,,,,,,,
5,13,64,7,6800,128,18.0,,,,,,,,,,,,,,,,,
5,13,64,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,13,64,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,13,64,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,13,64,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,14,16,3,110,128,0.0,,,,,,,,,,,,,,,,,
5,14,16,3,110,128,18.0,,,,,,,,,,,,,,,,,
5,14,16,3,110,1024,0.0,,,,,,,,,,,,,,,,,
5,14,16,3,110,1024,18.0,,,,,,,,,,,,,,,,,
5,14,16,3,110,4096,0.0,,,,,,,,,,,,,,,,,
5,14,16,3,110,4096,18.0,,,,,,,,,,,,,,,,,
5,14,16,3,6800,128,0.0,,,,,,,,,,,,,,,,,
5,14,16,3,6800,128,18.0,,,,,,,,,,,,,,,,,
5,14,16,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,14,16,3,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,14,16,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,14,16,3,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,14,16,5,110,128,0.0,,,,,,,,,,,,,,,,,
5,14,16,5,110,128,18.0,,,,,,,,,,,,,,,,,
5,14,16,5,110,1024,0.0,,,,,,,,,,,,,,,,,
5,14,16,5,110,1024,18.0,,,,,,,,,,,,,,,,,
5,14,16,5,110,4096,0.0,,,,,,,,,,,,,,,,,
5,14,16,5,110,4096,18.0,,,,,,,,,,,,,,,,,
5,14,16,5,6800,128,0.0,,,,,,,,,,,,,,,,,
5,14,16,5,6800,128,18.0,,,,,,,,,,,,,,,,,
5,14,16,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,14,16,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,14,16,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,14,16,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,14,16,7,110,128,0.0,,,,,,,,,,,,,,,,,
5,14,16,7,110,128,18.0,,,,,,,,,,,,,,,,,
5,14,16,7,110,1024,0.0,,,,,,,,,,,,,,,,,
5,14,16,7,110,1024,18.0,,,,,,,,,,,,,,,,,
5,14,16,7,110,4096,0.0,,,,,,,,,,,,,,,,,
5,14,16,7,110,4096,18.0,,,,,,,,,,,,,,,,,
5,14,16,7,6800,128,0.0,,,,,,,,,,,,,,,,,
5,14,16,7,6800,128,18.0,,,,,,,,,,,,,,,,,
5,14,16,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,14,16,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,14,16,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,14,16,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,14,64,3,110,128,0.0,,,,,,,,,,,,,,,,,
5,14,64,3,110,128,18.0,,,,,,,,,,,,,,,,,
5,14,64,3,110,1024,0.0,,,,,,,,,,,,,,,,,
5,14,64,3,110,1024,18.0,,,,,,,,,,,,,,,,,
5,14,64,3,110,4096,0.0,,,,,,,,,,,,,,,,,
5,14,64,3,110,4096,18.0,,,,,,,,,,,,,,,,,
5,14,64,3,6800,128,0.0,,,,,,,,,,,,,,,,,
5,14,64,3,6800,128,18.0,,,,,,,,,,,,,,,,,
5,14,64,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,14,64,3,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,14,64,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,14,64,3,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,14,64,5,110,128,0.0,,,,,,,,,,,,,,,,,
5,14,64,5,110,128,18.0,,,,,,,,,,,,,,,,,
5,14,64,5,110,1024,0.0,,,,,,,,,,,,,,,,,
5,14,64,5,110,1024,18.0,,,,,,,,,,,,,,,,,
5,14,64,5,110,4096,0.0,,,,,,,,,,,,,,,,,
5,14,64,5,110,4096,18.0,,,,,,,,,,,,,,,,,
5,14,64,5,6800,128,0.0,,,,,,,,,,,,,,,,,
5,14,64,5,6800,128,18.0,,,,,,,,,,,,,,,,,
5,14,64,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,14,64,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,14,64,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,14,64,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,14,64,7,110,128,0.0,,,,,,,,,,,,,,,,,
5,14,64,7,110,128,18.0,,,,,,,,,,,,,,,,,
5,14,64,7,110,1024,0.0,,,,,,,,,,,,,,,,,
5,14,64,7,110,1024,18.0,,,,,,,,,,,,,,,,,
5,14,64,7,110,4096,0.0,,,,,,,,,,,,,,,,,
5,14,64,7,110,4096,18.0,,,,,,,,,,,,,,,,,
5,14,64,7,6800,128,0.0,,,,,,,,,,,,,,,,,
5,14,64,7,6800,128,18.0,,,,,,,,,,,,,,,,,
5,14,64,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,14,64,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,14,64,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,14,64,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,15,16,3,110,128,0.0,,,,,,,,,,,,,,,,,
5,15,16,3,110,128,18.0,,,,,,,,,,,,,,,,,
5,15,16,3,110,1024,0.0,,,,,,,,,,,,,,,,,
5,15,16,3,110,1024,18.0,,,,,,,,,,,,,,,,,
5,15,16,3,110,4096,0.0,,,,,,,,,,,,,,,,,
5,15,16,3,110,4096,18.0,,,,,,,,,,,,,,,,,
5,15,16,3,6800,128,0.0,,,,,,,,,,,,,,,,,
5,15,16,3,6800,128,18.0,,,,,,,,,,,,,,,,,
5,15,16,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,15,16,3,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,15,16,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,15,16,3,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,15,16,5,110,128,0.0,,,,,,,,,,,,,,,,,
5,15,16,5,110,128,18.0,,,,,,,,,,,,,,,,,
5,15,16,5,110,1024,0.0,,,,,,,,,,,,,,,,,
5,15,16,5,110,1024,18.0,,,,,,,,,,,,,,,,,
5,15,16,5,110,4096,0.0,,,,,,,,,,,,,,,,,
5,15,16,5,110,4096,18.0,,,,,,,,,,,,,,,,,
5,15,16,5,6800,128,0.0,,,,,,,,,,,,,,,,,
5,15,16,5,6800,128,18.0,,,,,,,,,,,,,,,,,
5,15,16,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,15,16,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,15,16,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,15,16,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,15,16,7,110,128,0.0,,,,,,,,,,,,,,,,,
5,15,16,7,110,128,18.0,,,,,,,,,,,,,,,,,
5,15,16,7,110,1024,0.0,,,,,,,,,,,,,,,,,
5,15,16,7,110,1024,18.0,,,,,,,,,,,,,,,,,
5,15,16,7,110,4096,0.0,,,,,,,,,,,,,,,,,
5,15,16,7,110,4096,18.0,,,,,,,,,,,,,,,,,
5,15,16,7,6800,128,0.0,,,,,,,,,,,,,,,,,
5,15,16,7,6800,128,18.0,,,,,,,,,,,,,,,,,
5,15,16,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,15,16,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,15,16,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,15,16,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,15,64,3,110,128,0.0,,,,,,,,,,,,,,,,,
5,15,64,3,110,128,18.0,,,,,,,,,,,,,,,,,
5,15,64,3,110,1024,0.0,,,,,,,,,,,,,,,,,
5,15,64,3,110,1024,18.0,,,,,,,,,,,,,,,,,
5,15,64,3,110,4096,0.0,,,,,,,,,,,,,,,,,
5,15,64,3,110,4096,18.0,,,,,,,,,,,,,,,,,
5,15,64,3,6800,128,0.0,,,,,,,,,,,,,,,,,
5,15,64,3,6800,128,18.0,,,,,,,,,,,,,,,,,
5,15,64,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,15,64,3,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,15,64,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,15,64,3,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,15,64,5,110,128,0.0,,,,,,,,,,,,,,,,,
5,15,64,5,110,128,18.0,,,,,,,,,,,,,,,,,
5,15,64,5,110,1024,0.0,,,,,,,,,,,,,,,,,
5,15,64,5,110,1024,18.0,,,,,,,,,,,,,,,,,
5,15,64,5,110,4096,0.0,,,,,,,,,,,,,,,,,
5,15,64,5,110,4096,18.0,,,,,,,,,,,,,,,,,
5,15,64,5,6800,128,0.0,,,,,,,,,,,,,,,,,
5,15,64,5,6800,128,18.0,,,,,,,,,,,,,,,,,
5,15,64,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,15,64,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,15,64,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,15,64,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
5,15,64,7,110,128,0.0,,,,,,,,,,,,,,,,,
5,15,64,7,110,128,18.0,,,,,,,,,,,,,,,,,
5,15,64,7,110,1024,0.0,,,,,,,,,,,,,,,,,
5,15,64,7,110,1024,18.0,,,,,,,,,,,,,,,,,
5,15,64,7,110,4096,0.0,,,,,,,,,,,,,,,,,
5,15,64,7,110,4096,18.0,,,,,,,,,,,,,,,,,
5,15,64,7,6800,128,0.0,,,,,,,,,,,,,,,,,
5,15,64,7,6800,128,18.0,,,,,,,,,,,,,,,,,
5,15,64,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
5,15,64,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
5,15,64,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
5,15,64,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
6,1,16,3,110,128,0.0,,,,,,,,,,,,,,,,,
6,1,16,3,110,128,18.0,,,,,,,,,,,,,,,,,
6,1,16,3,110,1024,0.0,,,,,,,,,,,,,,,,,
6,1,16,3,110,1024,18.0,,,,,,,,,,,,,,,,,
6,1,16,3,110,4096,0.0,,,,,,,,,,,,,,,,,
6,1,16,3,110,4096,18.0,,,,,,,,,,,,,,,,,
6,1,16,3,6800,128,0.0,,,,,,,,,,,,,,,,,
6,1,16,3,6800,128,18.0,,,,,,,,,,,,,,,,,
6,1,16,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
6,1,16,3,6800,1024,18.0,,,,,,,,,,,,,,,,,
6,1,16,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
6,1,16,3,6800,4096,18.0,,,,,,,,,,,,,,,,,
6,1,16,5,110,128,0.0,,,,,,,,,,,,,,,,,
6,1,16,5,110,128,18.0,,,,,,,,,,,,,,,,,
6,1,16,5,110,1024,0.0,,,,,,,,,,,,,,,,,
6,1,16,5,110,1024,18.0,,,,,,,,,,,,,,,,,
6,1,16,5,110,4096,0.0,,,,,,,,,,,,,,,,,
6,1,16,5,110,4096,18.0,,,,,,,,,,,,,,,,,
6,1,16,5,6800,128,0.0,,,,,,,,,,,,,,,,,
6,1,16,5,6800,128,18.0,,,,,,,,,,,,,,,,,
6,1,16,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
6,1,16,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
6,1,16,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
6,1,16,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
6,1,16,7,110,128,0.0,,,,,,,,,,,,,,,,,
6,1,16,7,110,128,18.0,,,,,,,,,,,,,,,,,
6,1,16,7,110,1024,0.0,,,,,,,,,,,,,,,,,
6,1,16,7,110,1024,18.0,,,,,,,,,,,,,,,,,
6,1,16,7,110,4096,0.0,,,,,,,,,,,,,,,,,
6,1,16,7,110,4096,18.0,,,,,,,,,,,,,,,,,
6,1,16,7,6800,128,0.0,,,,,,,,,,,,,,,,,
6,1,16,7,6800,128,18.0,,,,,,,,,,,,,,,,,
6,1,16,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
6,1,16,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
6,1,16,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
6,1,16,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
6,1,64,3,110,128,0.0,,,,,,,,,,,,,,,,,
6,1,64,3,110,128,10.5,0.9980119284294234,196.26259140255715,35.995539983715176,123.0,4.8946609658620694,-4269452.799568588,95751558.71477477,-102.10340238095239,0.8495114769075571,-4269351.436178927,95751558.7151496,-0.4312738095238083,0.9317156673330922,25.789264413518886,26.0,0.0,502.0
6,1,64,3,110,1024,0.0,0.2857142857142857,153.32740253575793,30.91439794011845,123.0,5.806457445862068,-103.6664,1.7576177912162803,-106.04180000000001,2.258234420958105,1.5655999999999977,1.1188479789497785,0.9312000000000011,1.7461178940724458,64.8,60.8,4142.0,4146.0
6,1,64,3,110,1024,10.5,1.0,170.89922793258333,26.58579868446918,123.0,5.806457445862068,-89.47125793650793,0.8163064203502735,-90.9642619047619,0.5853511097586189,3.1769841269841272,0.8576926695811924,3.083585714285714,0.8063449783678865,68.75396825396825,70.72380952380952,503.0,1006.0
6,1,64,3,110,4096,0.0,0.743801652892562,158.88846448266057,54.57600766956039,123.0,8.932616805862068,-101.32542477876108,0.7607502031044011,-102.52679611650484,0.6668274515801288,2.3752389380530974,0.9537412541663816,2.485844660194176,0.952856682815371,138.01769911504425,138.5242718446602,4147.0,4259.0
6,1,64,3,110,4096,10.5,1.0,166.16311682147222,22.619919314334265,123.0,8.932616805862068,-89.40609523809523,0.9964907326092332,-90.65347142857142,0.6962251793601283,3.1028134920634916,0.9449521141035743,2.943047619047619,0.7987242648045915,68.67460317460318,72.28571428571429,1007.0,1510.0
6,1,64,3,6800,128,0.0,,,,,,,,,,,,,,,,,
6,1,64,3,6800,128,10.5,0.9734693877551021,185.57638212759466,28.721539642704315,135.0,0.23067267172413794,-92.23435918367348,0.8211713026835936,-93.10421116504854,0.7631281930312407,0.8419734693877559,0.8851771958237193,0.7459490291262139,0.8885108511861032,19.36326530612245,20.155339805825243,1511.0,2000.0
6,1,64,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
6,1,64,3,6800,1024,10.5,1.0,161.21885382800446,27.936388800349558,135.0,1.1424691517241379,-89.43212723658051,0.6882860314356528,-90.73816428571429,0.7289947727341485,3.1550834990059644,0.6303466612370946,2.93685,0.8159302253119223,68.47713717693837,69.82857142857142,2001.0,2503.0
6,1,64,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
6,1,64,3,6800,4096,10.5,0.99800796812749,160.71505193814838,25.964802039735723,135.0,4.268628511724137,-89.42374302788843,0.7090516928228895,-90.5507775119617,0.6239848240879872,3.1346195219123505,0.6657669482623582,2.9937464114832544,0.7640710620202992,68.92430278884463,71.90430622009569,2504.0,3005.0
6,1,64,5,110,128,0.0,,,,,,,,,,,,,,,,,
6,1,64,5,110,128,18.0,,,,,,,,,,,,,,,,,
6,1,64,5,110,1024,0.0,,,,,,,,,,,,,,,,,
6,1,64,5,110,1024,7.5,0.25,192.6265288863914,266.51354474814207,135.0,5.806457445862068,-195225878.3168182,647490651.6095183,-101.5049090909091,2.353249984788927,-195225769.47799996,647490651.2028397,7.741727272727274,1.4874915186923976,43.63636363636363,45.45454545454545,3006.0,3016.0
6,1,64,5,110,4096,0.0,,,,,,,,,,,,,,,,,
6,1,64,5,110,4096,7.5,0.6907216494845361,54.686242580385915,34.27505163148477,135.0,8.932616805862068,-98.46086363636364,0.33951219847799374,-99.3211923076923,0.47441710120324176,9.119738636363635,0.6589405026831179,8.89497435897436,0.691450385564746,106.77272727272727,109.43589743589743,3017.0,3104.0
6,1,64,5,6800,128,0.0,,,,,,,,,,,,,,,,,
6,1,64,5,6800,128,18.0,,,,,,,,,,,,,,,,,
6,1,64,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
6,1,64,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
6,1,64,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
6,1,64,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
6,1,64,7,110,128,0.0,,,,,,,,,,,,,,,,,
6,1,64,7,110,128,8.5,0.46551724137931033,918.0756276566278,818.1776057675843,147.0,4.8946609658620694,-1927228926.4206922,660039244.9752536,-1625122787.8328109,934066939.6846714,-1927228815.147513,660039245.0858135,-1625122676.9085135,934066939.4932308,19.794871794871796,22.054054054054053,3105.0,3143.0
6,1,64,7,110,1024,0.0,,,,,,,,,,,,,,,,,
6,1,64,7,110,1024,8.5,0.9920159680638723,403.12059746424205,38.47949895307057,147.0,5.806457445862068,-98.34147999999999,0.8352147394064856,-98.48756220095693,0.3245747813489368,7.775952000000001,0.7940325390323024,8.070066985645933,0.7116643985233937,58.128,60.67942583732057,3144.0,3643.0
6,1,64,7,110,4096,0.0,,,,,,,,,,,,,,,,,
6,1,64,7,110,4096,8.5,0.9879518072289156,403.8786215606276,35.617772504248606,147.0,8.932616805862068,-97.56108634538153,0.579744325953388,-97.41823021582734,0.21383297927849376,7.928678714859439,0.6473735305968727,8.481244604316547,0.799317246290364,98.92369477911646,106.67625899280576,3644.0,4141.0
6,1,64,7,6800,128,0.0,,,,,,,,,,,,,,,,,
6,1,64,7,6800,128,18.0,,,,,,,,,,,,,,,,,
6,1,64,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
6,1,64,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
6,1,64,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
6,1,64,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
6,2,16,3,110,128,0.0,,,,,,,,,,,,,,,,,
6,2,16,3,110,128,18.0,,,,,,,,,,,,,,,,,
6,2,16,3,110,1024,0.0,,,,,,,,,,,,,,,,,
6,2,16,3,110,1024,18.0,,,,,,,,,,,,,,,,,
6,2,16,3,110,4096,0.0,,,,,,,,,,,,,,,,,
6,2,16,3,110,4096,18.0,,,,,,,,,,,,,,,,,
6,2,16,3,6800,128,0.0,,,,,,,,,,,,,,,,,
6,2,16,3,6800,128,18.0,,,,,,,,,,,,,,,,,
6,2,16,3,6800,1024,0.0,,,,,,,,,,,,,,,,,
6,2,16,3,6800,1024,18.0,,,,,,,,,,,,,,,,,
6,2,16,3,6800,4096,0.0,,,,,,,,,,,,,,,,,
6,2,16,3,6800,4096,18.0,,,,,,,,,,,,,,,,,
6,2,16,5,110,128,0.0,,,,,,,,,,,,,,,,,
6,2,16,5,110,128,18.0,,,,,,,,,,,,,,,,,
6,2,16,5,110,1024,0.0,,,,,,,,,,,,,,,,,
6,2,16,5,110,1024,18.0,,,,,,,,,,,,,,,,,
6,2,16,5,110,4096,0.0,,,,,,,,,,,,,,,,,
6,2,16,5,110,4096,18.0,,,,,,,,,,,,,,,,,
6,2,16,5,6800,128,0.0,,,,,,,,,,,,,,,,,
6,2,16,5,6800,128,18.0,,,,,,,,,,,,,,,,,
6,2,16,5,6800,1024,0.0,,,,,,,,,,,,,,,,,
6,2,16,5,6800,1024,18.0,,,,,,,,,,,,,,,,,
6,2,16,5,6800,4096,0.0,,,,,,,,,,,,,,,,,
6,2,16,5,6800,4096,18.0,,,,,,,,,,,,,,,,,
6,2,16,7,110,128,0.0,,,,,,,,,,,,,,,,,
6,2,16,7,110,128,18.0,,,,,,,,,,,,,,,,,
6,2,16,7,110,1024,0.0,,,,,,,,,,,,,,,,,
6,2,16,7,110,1024,18.0,,,,,,,,,,,,,,,,,
6,2,16,7,110,4096,0.0,,,,,,,,,,,,,,,,,
6,2,16,7,110,4096,18.0,,,,,,,,,,,,,,,,,
6,2,16,7,6800,128,0.0,,,,,,,,,,,,,,,,,
6,2,16,7,6800,128,18.0,,,,,,,,,,,,,,,,,
6,2,16,7,6800,1024,0.0,,,,,,,,,,,,,,,,,
6,2,16,7,6800,1024,18.0,,,,,,,,,,,,,,,,,
6,2,16,7,6800,4096,0.0,,,,,,,,,,,,,,,,,
6,2,16,7,6800,4096,18.0,,,,,,,,,,,,,,,,,
6,2,64,3,110,128,0.0,0.1590909090909091,1760.6396989429054,74.056799308433,123.0,4.8946609658620694,-1288490233.8079336,1088972908.1823,-1861152509.883,755625959.2407577,-1288490125.0349336,1088972907.3468652,-1861152400.154,755625959.0574491,26.933333333333334,25.333333333333332,8369.0,8383.0
