1,		2722,	7300,	2600
2,		8618,	4028,	2570
3,		7989,	8021,	2633
4,		11024,	13080,	2580
5,		18050,	4061,	2584
6,		18523,	8072,	2628
7,		24074,	4023,	2582
8,		28563,	4057,	2538
9,		28201,	8072,	2568
10,		33149,	7991,	2551
11,		39903,	11116,	2570
12,		38559,	15263,	2600
13,		39815,	22228,  2571
14,		33435,	22995,	2563
15,		28045,	22924,	2556
